2291.53588 14.35 5.55
2291.54701 -5.57 6.39
2291.55792 8.57 5.24
2291.56891 -3.16 5.16
2291.58011 5.48 4.81
2291.58849 -35.9 10.38
2291.60172 -17.41 4.37
2291.61378 -26.72 4.99
2291.625599 -27.07 4.40
